"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000205758.12",90.5358625169979,-0.00815582721034906,0.0369079049076514,0.0475049710832423,0.827463120395743,0.917525827164275,"CRYZL1","9946"
"ENSG00000115009.13",0.506464159135969,-0.0410858409173927,0.305856561401924,0.0473992864411343,0.827652132695988,NA,"CCL20","6364"
"ENSG00000075884.14",2.36874259194558,-0.0322131236107845,0.15323099695782,0.0473819929391084,0.827683082363276,0.917677424437505,"ARHGAP15","55843"
"ENSG00000148346.12",0.103911533443019,0.130411499906589,0.920828377711152,0.047357812148455,0.827726367926948,NA,"LCN2","3934"
"ENSG00000103313.12",14.9816879223259,-0.0122513730622657,0.0565028452761692,0.0473569680127355,0.827727879206955,0.917677424437505,"MEFV","4210"
"ENSG00000273331.1",0.0671089547726749,0.135971442239628,1.02929361834424,0.0472710076669358,0.82788185036886,NA,NA,NA
"ENSG00000154721.15",1.96108587722486,0.0342536317879019,0.156183091743392,0.0471708306321261,0.828061471402423,0.917976266905053,"JAM2","58494"
"ENSG00000132004.13",70.6925890360236,-0.010317023202673,0.0473691294986724,0.0471127901788009,0.82816563141901,0.918020737820748,"FBXW9","84261"
"ENSG00000171840.12",0.114257966842539,0.186688398314669,1.02837247359449,0.0470851727897852,0.828215217469282,NA,"NINJ2","4815"
"ENSG00000112149.10",15.553414786191,-0.0140249933954509,0.0638136104614864,0.0470379329269406,0.828300070292164,0.918098763344253,"CD83","9308"
"ENSG00000159398.16",0.0365453231456382,-0.117619206545164,1.02929361834424,0.0469817916515574,0.828400969976806,NA,"CES5A","221223"
"ENSG00000188991.3",0.0365453231456382,-0.117619206545164,1.02929361834424,0.0469817916515574,0.828400969976806,NA,"SLC15A5","729025"
"ENSG00000129654.8",0.683402789982379,0.087984061283191,0.310157712841989,0.0468897977904419,0.828566442123317,NA,"FOXJ1","2302"
"ENSG00000250151.9",6.13729462483868,-0.0323605545910898,0.143518644883354,0.0468047146134438,0.828719635143302,0.918492789773764,"ARPC4-TTLL3","100526693"
"ENSG00000147654.15",228.287851122603,-0.00835707723083039,0.0386675819727451,0.0467092790372021,0.828891641290055,0.918612400359644,"EBAG9","9166"
"ENSG00000095794.19",127.96304334304,0.00577830973161442,0.0263413296687196,0.0466336819238222,0.829028022626901,0.918641086967566,"CREM","1390"
"ENSG00000188906.16",0.0475829449282492,-0.135510386479776,1.02869544056385,0.0466090305828857,0.82907252000965,NA,"LRRK2","120892"
"ENSG00000157379.14",85.4494997833626,-0.00596068509641606,0.0274925432115796,0.0465936351793061,0.829100316030282,0.918641086967566,"DHRS1","115817"
"ENSG00000145860.11",28.6014665915467,0.00974102944769935,0.044169377703789,0.0465173024674073,0.829238203896683,0.918641086967566,"RNF145","153830"
"ENSG00000175701.10",102.552665586266,0.0195191021425867,0.0890664212827063,0.0465041112053655,0.829262044666413,0.918641086967566,"MTLN","205251"
"ENSG00000072310.17",409.573018309402,0.0100946114734996,0.0469466118874762,0.0464943187035374,0.829279745093325,0.918641086967566,"SREBF1","6720"
"ENSG00000258873.3",7.46014333406829,-0.0215380068884508,0.101086907783112,0.0464789912409742,0.829307454149562,0.918641086967566,"DUXA","503835"
"ENSG00000176160.11",0.132300677286732,-0.0849405323655278,0.884870479445949,0.0464550757315578,0.829350698267564,NA,"HSF5","124535"
"ENSG00000138081.20",317.63062066023,0.00408563841287691,0.0190708549556958,0.0464465353259698,0.829366143884977,0.918641086967566,"FBXO11","80204"
"ENSG00000144228.9",469.473816582561,-0.00916199790476822,0.0435807007260805,0.0463846768728331,0.829478061413889,0.918678712238258,"SPOPL","339745"
"ENSG00000213983.12",334.3818138979,0.00924628061944452,0.0424357469775346,0.0462889833870008,0.829651348989328,0.918678712238258,"AP1G2","8906"
"ENSG00000164258.12",261.830149400455,0.00493732219816481,0.0225122705990213,0.0462663068885263,0.829692440430717,0.918678712238258,"NDUFS4","4724"
"ENSG00000169131.13",241.653813818046,-0.0078432688023161,0.0379591104847344,0.0462491564421725,0.829723525267407,0.918678712238258,"ZNF354A","6940"
"ENSG00000156875.14",220.758445630961,0.00496134027081262,0.0232294003622443,0.046233944904543,0.82975110091775,0.918678712238258,"MFSD14A","64645"
"ENSG00000062582.14",238.070945417354,0.00869578319511087,0.0403597308317898,0.0462154373807948,0.829784657970471,0.918678712238258,"MRPS24","64951"
"ENSG00000130988.13",0.124028011698511,-0.103007671449922,1.02916195991094,0.0461426324010645,0.829916733119615,NA,"RGN","9104"
"ENSG00000198832.10",13.2562796467716,0.0161344817270182,0.0731101096967786,0.0459956306499407,0.830183740901611,0.91904956302778,"SELENOM","140606"
"ENSG00000115850.10",0.123966368074148,0.127822860172834,1.02929361834424,0.0458664820367005,0.830418689524982,NA,"LCT","3938"
"ENSG00000198730.9",326.534437121614,0.00682346876564571,0.0320970466880991,0.0458337982211674,0.83047820313003,0.91930454580785,"CTR9","9646"
"ENSG00000148339.12",144.866466897507,0.00909692023387379,0.0430729629582358,0.0456043276568607,0.830896669896722,0.919696746432403,"SLC25A25","114789"
"ENSG00000132530.17",4.30618765679205,-0.0212672205330706,0.0995448872199637,0.0455238766396064,0.831043642410343,0.919788400147468,"XAF1","54739"
"ENSG00000211949.3",0.0741090596655002,0.110160329846797,1.02929361834424,0.0454614449182635,0.831157789837313,NA,"IGHV3-23","28442"
"ENSG00000125743.10",1489.67844737046,-0.006648758982238,0.029895879470772,0.0454398947535992,0.831197210237636,0.919887338754344,"SNRPD2","6633"
"ENSG00000184716.13",0.584192633489751,0.0851931055680778,0.281440661299803,0.0454391361260349,0.831198598126762,NA,"SERINC4","619189"
"ENSG00000170374.6",0.181268883346252,0.0769183502532829,0.615432737597893,0.045438968923996,0.831198904020112,NA,"SP7","121340"
"ENSG00000154553.15",4.89088683920452,-0.0299075571319866,0.13303843453833,0.0453768039793658,0.831312674555564,0.919944096122864,"PDLIM3","27295"
"ENSG00000189079.17",473.929178649883,-0.00851656113206611,0.0409968624336554,0.0452640070566872,0.831519316894695,0.920101736017335,"ARID2","196528"
"ENSG00000151067.22",0.216449393640231,-0.148173496888159,0.974810860774361,0.045176227455066,0.831680314144839,NA,"CACNA1C","775"
"ENSG00000196565.15",0.0561173327713253,-0.0826469536688485,1.02929361834424,0.0451372789598317,0.831751802242621,NA,"HBG2","3048"
"ENSG00000253598.3",0.368708392190499,0.0820959124125046,0.330814036942442,0.045104686934792,0.831811648120972,NA,"SLC10A5","347051"
"ENSG00000171135.15",258.350183285943,0.00341586639472687,0.0161206688490474,0.0450725604528088,0.831870661282779,0.920419456489954,"JAGN1","84522"
"ENSG00000166126.10",0.0942003613681353,-0.0896370844626658,0.939206728084361,0.0450603106934793,0.831893168663952,NA,"AMN","81693"
"ENSG00000187049.10",108.498031055149,0.00478538329435198,0.0222608841574423,0.0450330918495752,0.831943191289429,0.920428658840898,"TMEM216","51259"
"ENSG00000174944.9",0.0332123712081787,0.162160182611069,1.02929361834424,0.0448969714813288,0.832193589848263,NA,"P2RY14","9934"
"ENSG00000211935.3",0.0332123712081787,0.162160182611069,1.02929361834424,0.0448969714813288,0.832193589848263,NA,"IGHV1-3","28473"
"ENSG00000184983.11",354.35755051414,0.00570960667016197,0.0262150646972402,0.0447972044102016,0.832377367125223,0.920822491097378,"NDUFA6","4700"
"ENSG00000163823.4",1.79577400731639,0.032966256234868,0.152323474949929,0.0447699311863232,0.832427643340298,0.920822491097378,"CCR1","1230"
"ENSG00000177301.15",0.0877728261563054,-0.0746947140097642,1.02897885298336,0.0447505494550704,0.832463381885372,NA,"KCNA2","3737"
"ENSG00000124102.5",0.0446161582052067,0.153621970888775,1.02929361834424,0.0447322621889761,0.832497109728296,NA,"PI3","5266"
"ENSG00000249624.9",33.2229441837421,0.0365505326276039,0.16923581021007,0.0446537754025371,0.832641947503733,0.92098847716016,NA,NA
"ENSG00000204572.10",0.500780703143592,-0.0344049862454946,0.261457863539723,0.0446383955297449,0.832670344757566,NA,"KRTAP5-10","387273"
"ENSG00000167985.6",298.003954528672,-0.00450876989277517,0.0210230189417798,0.0445848569373766,0.832769237794853,0.92105819865366,"SDHAF2","54949"
"ENSG00000165322.18",348.248171116894,-0.00855921937846625,0.0410171976130327,0.0445349331915281,0.832861509619558,0.921089181304432,"ARHGAP12","94134"
"ENSG00000171540.7",0.127375532927806,-0.116670101778415,0.891694576904615,0.0444644182616827,0.83299193129475,NA,"OTP","23440"
"ENSG00000196639.6",0.451088064437551,-0.0617108133664466,0.330063494025895,0.0443617951955702,0.833181932067064,NA,"HRH1","3269"
"ENSG00000152700.14",348.640497893515,-0.00679902539892671,0.0329654666025604,0.0443569750554502,0.833190861922995,0.921234321349519,"SAR1B","51128"
"ENSG00000028137.19",0.82595536607643,0.0588946174368895,0.251805521269501,0.044339730227847,0.833222814070799,NA,"TNFRSF1B","7133"
"ENSG00000188820.13",0.914151401494391,0.0359443303800578,0.317644219224687,0.0443050757265979,0.833287043430217,NA,"CALHM6","441168"
"ENSG00000185559.16",0.218892445480124,0.0947183697720851,0.516789407856946,0.0442993327464691,0.833297690120263,NA,"DLK1","8788"
"ENSG00000081181.8",24.9328734015575,0.00897551022601367,0.0417937176769077,0.044261460030782,0.833367918946151,0.921234321349519,"ARG2","384"
"ENSG00000099821.14",86.6502517444247,0.0248391431131633,0.11599100532816,0.0442101554839383,0.833463104989799,0.921234321349519,"POLRMT","5442"
"ENSG00000130377.13",0.938065542197056,0.044662776205663,0.21984585081485,0.0442094271248408,0.833464456739705,NA,"ACSBG2","81616"
"ENSG00000160179.18",120.629695854291,0.00970939910764538,0.0470100527546977,0.0441840644847957,0.833511534108357,0.921234321349519,"ABCG1","9619"
"ENSG00000285815.1",7.69156788581728,-0.0481683501508391,0.226022255277055,0.0441616464215997,0.833553157590318,0.921234321349519,"GET1-SH3BGR","106865373"
"ENSG00000110700.7",3304.38738292426,0.00454432529726038,0.0211283843103164,0.0441499025703251,0.833574966730876,0.921234321349519,"RPS13","6207"
"ENSG00000166741.7",0.0713377160887328,-0.0843823086028758,1.02929361834424,0.0441357416342854,0.833601268592533,NA,"NNMT","4837"
"ENSG00000183397.5",1.46520646308769,-0.043701715857042,0.18906855483822,0.0441335955128466,0.833605255082749,0.921234321349519,"TEKTIP1","100128569"
"ENSG00000169402.15",1.72932969964129,-0.0582708445702617,0.19754715717967,0.0441076191188188,0.833653515105793,0.921234321349519,"RSPH10B2","728194"
"ENSG00000165799.5",0.11475114959286,0.171742004943061,0.906164178519846,0.0440448592536455,0.833770174252843,NA,"RNASE7","84659"
"ENSG00000115239.23",156.914002468971,-0.00422824750063755,0.0199985984947913,0.0440271966016326,0.833803021547737,0.921234321349519,"ASB3","51130"
"ENSG00000122696.14",35.6781728950511,0.00760367007594104,0.0356611317736208,0.0440161820744152,0.833823508784499,0.921234321349519,"SLC25A51","92014"
"ENSG00000100523.15",295.256821325789,-0.00731374130266125,0.0354197169767819,0.0439910570643747,0.833870251813216,0.921234321349519,"DDHD1","80821"
"ENSG00000178078.11",195.873464894478,0.00659041590880325,0.0310093967053584,0.0439656037606824,0.833917619817541,0.921234321349519,"STAP2","55620"
"ENSG00000077274.9",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"CAPN6","827"
"ENSG00000104537.17",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"ANXA13","312"
"ENSG00000111432.4",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"FZD10","11211"
"ENSG00000117707.16",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"PROX1","5629"
"ENSG00000125851.10",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"PCSK2","5126"
"ENSG00000126861.5",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"OMG","4974"
"ENSG00000144406.19",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"UNC80","285175"
"ENSG00000151778.11",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"SERP2","387923"
"ENSG00000162630.6",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"B3GALT2","8707"
"ENSG00000164107.8",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"HAND2","9464"
"ENSG00000165376.11",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"CLDN2","9075"
"ENSG00000169744.13",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"LDB2","9079"
"ENSG00000198914.5",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"POU3F3","5455"
"ENSG00000276644.5",0.0764027889755301,-0.082645943871086,1.02929361834424,0.0439590548944455,0.833929809419935,NA,"DACH1","1602"
"ENSG00000117152.13",0.0764027889755301,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"RGS4","5999"
"ENSG00000118526.6",0.0764027889755301,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"TCF21","6943"
"ENSG00000120156.21",0.0764027889755301,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"TEK","7010"
"ENSG00000145242.13",0.0764027889755301,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"EPHA5","2044"
"ENSG00000164488.12",0.0764027889755301,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"DACT2","168002"
"ENSG00000164600.7",0.07640278897553,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"NEUROD6","63974"
"ENSG00000166736.11",0.0764027889755301,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"HTR3A","3359"
"ENSG00000171189.17",0.0764027889755301,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"GRIK1","2897"
"ENSG00000189186.10",0.0764027889755301,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"DCAF8L2","347442"
"ENSG00000214415.4",0.07640278897553,-0.0826459438710859,1.02929361834424,0.0439590548944437,0.833929809419938,NA,"GNAT3","346562"
"ENSG00000126768.12",259.078320477986,0.00911117390990365,0.0429132466165724,0.043944888634087,0.83395618075129,0.921234321349519,"TIMM17B","10245"
"ENSG00000171234.14",0.701465726245619,-0.0403176863322347,0.264805436882576,0.0439382108543356,0.833968613372039,NA,"UGT2B7","7364"
"ENSG00000182463.16",13.6103671662021,-0.0314838955712411,0.150264609841954,0.0439272580682655,0.833989007290661,0.921234321349519,"TSHZ2","128553"
"ENSG00000159289.6",2.88956066805762,0.0362210775895852,0.169140708994573,0.0438928283619475,0.834053132163314,0.921234321349519,"GOLGA6A","342096"
"ENSG00000250510.8",1.96909826234654,-0.0277859329778371,0.145239237395747,0.0438592959160076,0.834115611141725,0.921234321349519,"GPR162","27239"
"ENSG00000169208.2",14.0509948434313,-0.0121039084005301,0.0573117758899113,0.0438415621742081,0.834148663429538,0.921234321349519,"OR10G3","26533"
"ENSG00000125846.15",82.8243268010056,-0.0109869264187237,0.0498941089384902,0.0438242168614238,0.83418099851122,0.921234321349519,"ZNF133","7692"
"ENSG00000159374.17",0.38136720557717,0.0967978451738794,0.298695996630462,0.0438101666664892,0.834207195740711,NA,"M1AP","130951"
"ENSG00000139579.13",342.570149274747,-0.00406859568908743,0.0192006234968198,0.0438065920230315,0.834213861526215,0.921234321349519,"NABP2","79035"
"ENSG00000231767.4",0.143860209439131,0.166361760281879,0.884003340445793,0.0438021322267943,0.834222178290754,NA,"RPS27AP5","100271374"
"ENSG00000100997.20",518.033259396012,0.00542537600968568,0.0255738198195707,0.0437536168510064,0.834312679816684,0.921272471496214,"ABHD12","26090"
"ENSG00000269067.2",0.112827363070863,0.0850659714131185,1.02884833434351,0.0437359473751009,0.83434565381023,NA,"ZNF728","388523"
"ENSG00000261509.6",0.205733389465627,0.083960784538299,0.615600375260936,0.0436164104713654,0.834568911122972,NA,"TP53TG3C","653550"
"ENSG00000123154.12",44.3349942676182,0.00954317000578652,0.0451863084278168,0.0435829687744445,0.834631426827447,0.921553448786368,"WDR83","84292"
"ENSG00000040731.10",0.152972938312103,0.137836066484808,1.02929063348412,0.0435640444565095,0.834666814922219,NA,"CDH10","1008"
"ENSG00000168594.15",0.337837448768064,0.066411813872922,0.407202942846326,0.0435347312632075,0.834721645844026,NA,"ADAM29","11086"
"ENSG00000182798.10",0.059628997835942,-0.100154892881333,1.02929361834424,0.0435279689370383,0.834734297646404,NA,"MAGEB17","645864"
"ENSG00000174600.14",0.0707481418979872,-0.0892717894705772,1.02922954607524,0.0434926770512227,0.834800342752204,NA,"CMKLR1","1240"
"ENSG00000288564.1",4.21085356497038,0.156782431133835,0.831906155736257,0.0434900138043162,0.834805327877175,0.921674464283403,NA,NA
"ENSG00000187778.14",437.215469104569,-0.007162321090656,0.0343974031396567,0.0433976338829893,0.834978345359694,0.921794485704394,"MCRS1","10445"
"ENSG00000079102.16",14.0984179595689,0.0270587657882755,0.127585292049784,0.0432870705787991,0.835185671114449,0.921952361167078,"RUNX1T1","862"
"ENSG00000284393.1",0.185206978632763,0.108850915615249,0.612604455896482,0.04320189444514,0.835345579879861,NA,NA,NA
"ENSG00000114648.12",102.425183037085,-0.00618359749088093,0.0298722504220743,0.0431880912283304,0.835371509371373,0.922010724220252,"KLHL18","23276"
"ENSG00000215186.6",0.0639462273486532,0.143486238546206,1.02901608829046,0.0431831904321811,0.835380716609537,NA,"GOLGA6B","55889"
"ENSG00000186628.12",6.0379370833832,0.017724479153068,0.0867022961208691,0.0431695164450616,0.83540640912506,0.922010724220252,"FSD2","123722"
"ENSG00000172534.14",350.404752556683,0.0091825293872692,0.0451353347312071,0.0431561587098486,0.835431511523136,0.922010724220252,"HCFC1","3054"
"ENSG00000158850.15",129.46960618368,0.0054016957391936,0.0260314396605484,0.0431073134742519,0.835523337992259,0.922028198850165,"B4GALT3","8703"
"ENSG00000111653.20",100.759778619328,-0.00998501521976588,0.0475262872840952,0.0430474013598996,0.835636043744819,0.922028198850165,"ING4","51147"
"ENSG00000162222.14",175.36889949184,0.00387732030905455,0.0184316089257107,0.0430451296231809,0.835640318910457,0.922028198850165,"TTC9C","283237"
"ENSG00000134265.13",332.98116732766,0.00458844235225207,0.0222358599550467,0.0430033804452137,0.835718907361641,0.922043936123904,"NAPG","8774"
"ENSG00000130226.17",0.139189922948897,0.143832784411135,1.02914272227774,0.0429590213750544,0.835802452271102,NA,"DPP6","1804"
"ENSG00000249240.2",0.610541343865593,0.142033920686133,0.856754311505319,0.0429277231713741,0.835861425699762,NA,NA,NA
"ENSG00000107968.10",47.3994125644398,0.00943255406819828,0.0469245089361135,0.0429244865276246,0.835867525602915,0.922093835911991,"MAP3K8","1326"
"ENSG00000105778.19",768.53522405865,0.00515580575918063,0.0248421357318986,0.0429089175002559,0.835896870942258,0.922093835911991,"AVL9","23080"
